$DATA1 
$OPTION MEASFORM=3
$index=1 is a nominal sample in Monte Carlo.
.TITLE '* the first line is always a comment'
index,delay_read,temper,alter#
445, 1.585181e-10,  27.0000000,1
446, 1.547619e-10,  27.0000000,1
447, 1.404260e-10,  27.0000000,1
448, 1.618100e-10,  27.0000000,1
449, 1.484209e-10,  27.0000000,1
450, 1.524689e-10,  27.0000000,1
451, 1.641267e-10,  27.0000000,1
452, 1.487286e-10,  27.0000000,1
453, 1.591771e-10,  27.0000000,1
454, 1.390461e-10,  27.0000000,1
455, 1.367139e-10,  27.0000000,1
456, 1.436791e-10,  27.0000000,1
457, 1.446376e-10,  27.0000000,1
458, 1.279957e-10,  27.0000000,1
459, 1.319496e-10,  27.0000000,1
460, 1.391303e-10,  27.0000000,1
461, 1.552068e-10,  27.0000000,1
462, 1.584902e-10,  27.0000000,1
463, 1.427086e-10,  27.0000000,1
464, 1.465112e-10,  27.0000000,1
465, 1.693971e-10,  27.0000000,1
466, 1.447727e-10,  27.0000000,1
467, 1.417520e-10,  27.0000000,1
468, 1.346642e-10,  27.0000000,1
469, 1.408444e-10,  27.0000000,1
470, 1.492382e-10,  27.0000000,1
471, 1.537147e-10,  27.0000000,1
472, 1.456638e-10,  27.0000000,1
473, 1.527019e-10,  27.0000000,1
474, 1.442132e-10,  27.0000000,1
475, 1.546927e-10,  27.0000000,1
476, 1.634819e-10,  27.0000000,1
477, 1.382631e-10,  27.0000000,1
478, 1.721299e-10,  27.0000000,1
479, 1.462843e-10,  27.0000000,1
480, 1.421209e-10,  27.0000000,1
481, 1.404159e-10,  27.0000000,1
482, 1.333937e-10,  27.0000000,1
483, 1.528078e-10,  27.0000000,1
484, 1.339976e-10,  27.0000000,1
485, 1.391875e-10,  27.0000000,1
486, 1.456813e-10,  27.0000000,1
487, 1.455391e-10,  27.0000000,1
488, 1.530040e-10,  27.0000000,1
489, 1.422516e-10,  27.0000000,1
490, 1.410867e-10,  27.0000000,1
491, 1.350161e-10,  27.0000000,1
492, 1.341803e-10,  27.0000000,1
493, 1.653652e-10,  27.0000000,1
494, 1.423382e-10,  27.0000000,1
495, 1.466331e-10,  27.0000000,1
496, 1.458698e-10,  27.0000000,1
497, 1.376126e-10,  27.0000000,1
498, 1.372253e-10,  27.0000000,1
499, 1.515472e-10,  27.0000000,1
500, 1.554542e-10,  27.0000000,1
501, 1.434670e-10,  27.0000000,1
502, 1.601955e-10,  27.0000000,1
503, 1.610952e-10,  27.0000000,1
504, 1.482639e-10,  27.0000000,1
505, 1.378309e-10,  27.0000000,1
506, 1.530104e-10,  27.0000000,1
507, 1.480275e-10,  27.0000000,1
508, 1.483132e-10,  27.0000000,1
509, 1.333486e-10,  27.0000000,1
510, 1.458077e-10,  27.0000000,1
511, 1.394624e-10,  27.0000000,1
512, 1.294051e-10,  27.0000000,1
513, 1.428353e-10,  27.0000000,1
514, 1.486626e-10,  27.0000000,1
515, 1.366432e-10,  27.0000000,1
516, 1.316992e-10,  27.0000000,1
517, 1.372550e-10,  27.0000000,1
518, 1.442381e-10,  27.0000000,1
519, 1.517041e-10,  27.0000000,1
520, 1.542739e-10,  27.0000000,1
521, 1.455508e-10,  27.0000000,1
522, 1.402036e-10,  27.0000000,1
